Root word,Word,Phonetic,Type,Vietnamese meaning
ADMIRE,Admire,/ədˈmaɪər/,v,Chiêm ngưỡng; ngưỡng mộ
ADMIRE,Admiration,/ˌædməˈreɪʃən/,n,Sự chiêm ngưỡng; ngưỡng mộ
ADMIRE,Admirer,/ədˈmaɪərər/,n,Người hâm mộ
ANCIENT,Ancient,/ˈeɪnʃənt/,adj,Cổ xưa
ANCIENT,Anciently,/ˈeɪnʃəntli/,adv,Từ thời cổ xưa
FASCINATE,Fascinate,/ˈfæsɪneɪt/,v,Làm hấp dẫn; quyến rũ
FASCINATE,Fascination,/ˌfæsɪˈneɪʃən/,n,Sự hấp dẫn
FASCINATE,Fascinating,/ˈfæsɪneɪtɪŋ/,adj,Hấp dẫn; quyến rũ
FASCINATE,Fascinated,/ˈfæsɪneɪtɪd/,adj,Bị hấp dẫn; bị quyến rũ
FASCINATE,Fascinatingly,/ˈfæsɪneɪtɪŋli/,adv,Một cách hấp dẫn
IMPRESSION,Make an impression on sb,/meɪk ən ɪmˈpreʃən/,idiom,Tạo ấn tượng với ai
IMPRESSION,Impression,/ɪmˈpreʃən/,n,Ấn tượng
IMPRESSION,Impressive,/ɪmˈpresɪv/,adj,Ấn tượng
IMPRESSION,Impressively,/ɪmˈpresɪvli/,adv,Một cách ấn tượng
MOUTH-WATERING,Mouth-watering,/ˈmaʊθ ˌwɔːtərɪŋ/,adj,Thơm ngon; bắt mắt
REFRESHMENT,Refreshment,/rɪˈfreʃmənt/,n,Đồ ăn nhẹ; thức uống
REFRESHMENT,Refreshing,/rɪˈfreʃɪŋ/,adj,Sảng khoái
REFRESHMENT,Refreshingly,/rɪˈfreʃɪŋli/,adv,Một cách sảng khoái
SIGHT,Sight,/saɪt/,n,Cảnh đẹp; thắng cảnh
THRILL,Thrill,/θrɪl/,v,Làm hồi hộp; kích thích
THRILL,Thrilling,/ˈθrɪlɪŋ/,adj,Li kì; hồi hộp; hấp dẫn
VARY,Vary,/ˈveəri/,v,Thay đổi; khác nhau
VARY,Variety,/vəˈraɪəti/,n,Sự đa dạng; nhiều loại
VARY,Various,/ˈveəriəs/,adj,Khác nhau; đa dạng
VARY,Variously,/ˈveəriəsli/,adv,Một cách khác nhau; đa dạng
